abbr,en,ko
HSR,High speed reader,고속 판독기
HSR,High speed research,초음속기 연구
HSS,Hardware/software systems,
HST,Hardware status,
HST,Hot section time,고온부 시간
HST,Hyper sonic transport,극초음속기
HSV,Head suppression valve,
HSWT,High speed wind tunnel,고속 풍동
HT,Heat,
HT,Heat treatment,
HT,Horizontal Tail,수평 꼬리날개
Ht res,Heat resistant,
Ht tr,Heat treat,
HT0,"Home to 000,",000으로 귀환
HTA,Harness test adapter,
HTA,High-threat area,
HTC,Hydraulic temperature control,유압 온도   제어
HTCI,High tensile cast iron,고 인장 주철
HTFX,Heat treat fixture,
HTH,Calcium hypochlorite,
HTI,"Hughes training, inc.Hughes Training사",
HTML,Hyper text mark-up language,
HTR,Hardware trouble report,
HTR,Heater,히터
HTS,Hardware test station,
HTS,High tensile steel,고 인장강
HTSA,Horizontal tail servoactuator,
HTSC,Hughes technical services company,
HTT,Height-to-target,표적까지의 고도
HTV,Hypersonics test vehicle,극 초음속 시험 비행체
Htx gr,Heat exchanger,
Htx gr,Hub,"허브, 중추"
Htx gr,Hub airport,중추 공항
Htx gr,Hub Arm,허브 암
Htx gr,Hub bolt,허브 볼트
HUD,Head Up Display,전방 상향 시현(기)
HUD IU,Head-up display interface unit,
HUD IU,HUD mount,전방시현기 장착대
HUD PDU,Head-up display pilot display unit,
HUD PDU,HUD support,전방시현기 지지대
HUD-EU,Head-up display electronics unit,
HUDWACS,Hud and weapon aiming control system,HUD 및 무장 조준 제어시스템
HUDWAS,Head-up display weapon-aiming sight,
Hughes,Hull,기체<비행정>
Hughes,Human factors,인적요인
Hughes,Humidity,습도
Hughes,Hump,험프
Hughes,Hump speed,수상 한계속도
Hughes,Simulation International사,
HUNG STORE,Hung stores,투하 불발 장착물
HUNG STORE,Hunter-killer satellite,위성 공격위성
HUNG STORE,Hunting,헌팅
HUNG STORE,Hush kit,방음장치<제트엔진용>
HUTTS,Hayes Universal Tow Target System HUTT★,
HV,High voltage,
HVAP,High-velocity armor-piercing,
HVAR,High-velocity aircraft rocket,
HVM,Hypervelocity missile,극고속 미사일
HVPS,High voltage power supply,고압 전원 공급기
Hvy,Heavy,
HWCI,Hardware configuration item,하드웨어 형상품목
HYB,Hybrid aircraft,"복합항공기, 하이브리드 항공기"
HYB,Hybrid engine,복합엔진
HYB,Hybrid engine control mode,복합 엔진 제어 모드
Hyd,Hydraulic,
HYD,Hydraulic,유압
Hyd/pneu,Hydraulic,유압
Hyd/pneu,Hydraulic (power) system,"유압계통, 유압장치"
Hyd/pneu,Hydraulic Actuator,유압 작동기
Hyd/pneu,Hydraulic and pneumatic,
Hyd/pneu,Hydraulic Circuit,유압회로
Hyd/pneu,Hydraulic component,유압 구성품
Hyd/pneu,Hydraulic component test stand,유압 구성품 시험장비
Hyd/pneu,Hydraulic Depressurization,유압 가압
Hyd/pneu,Hydraulic Drive,유압 구동
Hyd/pneu,Hydraulic Drive Gearbox,유압구동 기어 박스
Hyd/pneu,Hydraulic emergency pump,유압 비상 펌프
Hyd/pneu,Hydraulic Indicating,유압 지시
Hyd/pneu,Hydraulic Loading,유압 로딩
Hyd/pneu,Hydraulic Loading Fixture,유압 로딩 치구
Hyd/pneu,Hydraulic Motor,유압 모터
Hyd/pneu,Hydraulic Pressure,유압
Hyd/pneu,Hydraulic pressure indicator,유압 지시계
Hyd/pneu,Hydraulic Pump,유압 펌프
Hyd/pneu,Hydraulic reservoir,"유압 저장용기, 유압 레저버"
Hyd/pneu,Hydraulic shock absorber,유압 완충장치
Hyd/pneu,Hydraulic shock strut,"유압 완충버팀대, 유압 완충지주"
Hyd/pneu,Hydraulic Source,유압원
Hyd/pneu,Hydraulic Test,유압시험
Hyd/pneu,Hydraulic test stand,유압 시험장비
Hyd/pneu,Hydraulic tripod jack,유압 트리포드 젝
Hyd/pneu,Hydraulic tube,유압관
Hyd/pneu,Hydrauric Power Unit,유압 파워유니트
Hyd/pneu,Hydrazine,하이드라진
Hyd/pneu,Hydrazine blend fuel,하이드라진 혼합 연료
Hyd/pneu,Hydrodynamics,"유체역학, 수력학"
Hyd/pneu,Hydrofoil,수중날개
Hyd/pneu,Hydrofoil craft,수중익선
Hyd/pneu,Hydroforming,유압 성형
Hyd/pneu,Hydrometer,비중계
Hyd/pneu,Hydroplane,수상 비행기
Hyd/pneu,Hydrostatics,유체 정역학
Hyd/pneu,Hygrometer,습도계
HYIC,Hybrid integrated circuit,혼성 집적 회로
HYIC,Hypergolic,접촉점화
HYIC,Hypersonic,극초음속
HYIC,Hypersonic aircraft,극초음속기
HYIC,Hypersonic flight,극초음속 비행
HYIC,Hypersonic flow,극초음속 흐름
HYIC,Hypervelocity,초고속
HYIC,Hyperventilation,호흡 과다
HYIC,Hypoxia,저산소증
HYIC,Hysteresis,히스테리시스
HYIC,Hysteresis Test,히스테리시스 시험
Hz,"Hertz,","헤르쯔, Hz"
I,Electric current,
I,Hp/hr Indicated horsepower per hour,
I,In-phase,동위상
I,Incidence angle,(날개) 붙임각
I,Inclimate Weather,악천후
I,India (code),
I,Indicating,
I,Inertial,
I,Inspect,
I,Instruction,"지침, 명령, 설명"
I,Interchangeability,
I,Interchangeable,교환가능
I,Intermediate,
I,Iodine,
I,luminous intensity,
I,Magnetic rubber inspection,
I,Medium range interceptor,중거리요격기
I,Moment of inertia,관성 모멘트
I,Monopulse resolution improvement,
I,Radar band designations,(100∼150 MHz) 레이더 밴드 지시
I&A,Integration and assembly,
I&C,Installation and checkout,
I&C,Instrumentation and control,
I&CO,Integration and checkout,종합 및 평가
I&E,Integration and evaluation,
I&Q,In-phase and quadrature,
I&R,Interchangeable and replaceable,
I&S,Interchangeability/substitutability,
I&SG,Interchangeable and substitute group,
I-22,Iryda,"고등훈련기,경공격기(폴란드,PZL)"
I-D,Inertial-doppler,
I-GND,Ignitability,발화성
I-GND,Igniter,점화기
I-GND,Ignition,점화
I-GND,Ignition coil,점화 코일
I-GND,Ignition delay,점화 지연
I-GND,Ignition Exciter,점화 여자기
I-GND,Ignition harness,점화 하네스
I-GND,Ignition Plug,점화 플러그
I-GND,Ignition switch,점화스위치
I-GND,Ignition system,"점화장치, 점화계통"
I-GND,Ignition Unit,점화 유니트
I-GND,Ignitor,점화기
I-GND,Ignitor lead,점화 도선
I-GND,Ignitor plug,점화플러그
I-GND,NAV Inertial-ground navigate,
I-I,Inertial-inertial,
I-I-D,Inertial-inertial-doppler,
I-I-GND,NAV Inertial-inertial-ground-navigate,
I-I-TAS,Inertial-inertial-true airspeed,
I-level,Illuminated Oxygen Contents Gauge,발광 산소 용량게이지
I-level,Illuminator radar,조사(照射) 레이다
I-level,Illustrated,도해
I-level,Intermediate level,
I-TAS,Inertial-true airspeed,
i.e.,That is,즉
I/CA,Inverter/control assembly,
I/F,Interface,
I/N,Item number,
I/O,Input/output,입력/출력
I/O,Internal order,
I/O flt,Input/output fault,
I/T,Interrogator/transponder,
I2S,Infra-red imaging system,적외선 영상시스템
IA,Independent assessment,
IA,Indicated altitude,지시 고도
IA,Inspection authorization,검사 인가 (FAA 검사관)
IA,Interface adapter,
IA,Interrupt address,
IA 63,pampa,"고등훈련기/경공격기(아르헨,FMA)"
IA&CO,"Integration, assembly & check-out","집적, 조립 및 출고"
IAA,Inactive aircraft authorization,
IAA,International academy of astronautics,국제우주비행협회
IAAI,International association of arson investigators,
IAC,Integrating assembly contractor,
IAC,"Integration, assembly, and checkout",
IAC,Intelligence analysis center,
IAC,Interface adapter cable,
IACK,Interrupt acknowledge,단속 승인
IACS,Installation and crew station,
IACS,International annealed copper standard,국제 연동표준
IAD,Identification and disposition,
IAD,"Installation, assembly, or detail",
IAD,Internal arrangement drawing,내부 배치도
IAE,"International aero engines (P&W, Rolls-Royce, MTU, fiat, japanese aero engine)",5개국 공동 엔진 컨소시움
IAEA,International atomic energy agency,국제 원자력기구
IAF,Indian air force,인도 공군
IAF,International astronautical federation,국제우주연맹
IAF,Israeli air force,이스라엘 공군
IAFC,International association of fire chiefs,
IAHT,Increased-area horizontal tail,
IAI,Inactive aircraft inventory,
IAI,Israel aircraft industry,이스라엘 항공기 개발회사
IAI,Israeli aerospace industries (israeli coproducer),
IAI,Israeli aviation industries,
IAIS,Improved avionics intermediate shop,
IALC,Instrument approach and landing chart,계기 접근착륙절차서
IAP,Instrument approach procedure,계기 접근 절차
IAP,Interface access panel,
IAP,International airport,국제공항
IAPO,Interchangeable at attachment point only,
IAR,Idle area reset,
IAR,Integrated avionics rack,
IAS,Indicated air speed,지시 대기 속도
IAS,Institute of aeronautical sciences,
IASA,International aviation safety assessment(FAA),국제항공 안전평가
IAT,Individual aircraft tracking,개별 항공기 추적
IATA,International air transit agreement,국제항공 통과협정
IATA,International air transport association,국제항공 운송협회
IATP,Individual aircraft tracking program,개별 항공기 추적계획
IAV,Initialization and alignment vehicle,
IAVC,Instantaneous automatic volume control,
IAW,In accordance with,∼ 에 의하여
IB,Incendiary bomb,소이(폭)탄
IB,Input buffer,입력 버퍼
IB,Instrument bus,계기 버스
IB,Interface circuit board,인터페이스 회로판
IB,Interference blanker,
IBCC,Inter-bureau change committee,
IBDA,Indirect bomb damage assessment,
IBDH,I,
IBF,Internally blown flap,
IBI,Input buffer interface,입력 버퍼 인터페이스
IBIT,Initiated BIT,초기 자체진단시험
IBL,Initial binary loader,
IBM,International business machines(corp.),IBM 회사
IBNS,Inertial bomb navigation system,
IBP,Industrial base program,
IBP,Integrated business plan,
IBP,Interconnect bulkhead transducer,내부 연결 벌크헤드 변환기
IBSR,Initial base stock requirements,
IBT,Instructor based training,
IBU,Independent Backup unit,독립적 예방 장치(유니트)
IBU,Interference Blanker Unit,혼선 방지기
IC,Ignitor cable,점화기 케이블
IC,Improvement curve,
IC,Information center,
IC,Initial condition,초기 조건
IC,Instruction counter,
IC,Intake valve closes,흡입구 벨브 차폐
IC,Integrated circuit,집적 회로
IC,Integrating contractor,
IC,Interface Control,인터페이스 제어
IC,Interference control,
IC,Interior communication,
IC,Intermediate container,
IC,Interprocessor communication,
IC,Investment cost,투자비
IC&D,"Installation, checkout, and demonstration",
ICA,Independent cost analysis,
ICA,Instrument compressed air,
ICA,Intercom AFT,후방석 인터콤
ICA,Interface change administrator,
ICA,Inverter control assembly,
ICAA,International civil airport association,국제 항공 수송협회
ICADG,Interactive computer-aided design and graphics,
ICAI,Intelligent computer-assisted instruction,
ICAM,Integrated computer-aided manufacturing,통합컴퓨터 이용 제작
ICAO,International civil aviation organization,국제 민간항공 기구
ICAT,integrated computer aided training,통합형 컴퓨터 이용 훈련
ICBM,Intercontinental ballistic missile,대륙간 탄도미사일
ICC,Instrumentation control center,
ICC,International chamber of commerce,국제 상공위원회
ICC,Intra-company correspondence,
ICCS,Integrated command and control system,통합형 명령 및 제어시스템
ICCS,Interphone communication and control systems,
ICD,Installation checkout and demonstration,
ICD,Instructor course development,
ICD,Integrated control display,
ICD,Interface Control Document,인터페이스 제어 문서
ICD,Interface control drawing,인터페이스 제어도
ICE,Ice & rain protection system,방빙/방우(제우) 계통
ICE,Ice fog,빙무(氷霧)
ICE,Ice needles,세빙(細氷)
ICE,Ice prisms,세빙(細氷)
ICE,Improved combat efficiency,전투 효율 증가
ICE,In-circuit emulator,
ICE,Independent cost estimate,독립비용 추정
ICF,Intercom Fwd,전방석 인터콤
ICG,Integrated drive generator,
ICG,Interactive computer graphics,대화형 컴퓨터 그래픽
ICH,Icing,결빙
ICH,Instructor contract hour,교관 계약시간
ICL,Incoming correspondence log,
ICL,Integrated circuits laboratory,
ICLS,Integrated circuits laboratory system,
ICM,Interference control monitor,
ICMP,Internet control message protocol,
ICMS,Israeli (air force) configuration management system,
ICN,Instrumentation and calibration network,
ICNA,"Integrated communication, navigation, avionics system",
ICNIA,"Integrated communication, navigation and identification avionics","통합형 통신, 항법 및 식별 항공전자"
ICNIS,Integrated communication navigation identification set,
ICO,Instrumentation control officer,
ICOM,Icon,아이콘
ICOM,Intercommunication(Intercom),인터콤
ICP,Integrated Control Panel,통합제어판넬
ICP,Integrated core processing,통합형 코어 프로세싱
ICP,Interradio control panel,통신 조정판(기)
ICP,Inventory point,
ICQ,Intermediate container quantity,
ICR,In-country review,
ICR,Instrumentation control racks,
ICR,Interface change request,
ICRB,Interface change review board,
ICROM,Instruction control read-only memory,
ICRT,International cockpit review team,
ICS,Improved communications system,향상된 통신시스템
ICS,Improved composite structure,향상된 복합 구조
ICS,Instrumentation checkout station (data reduction station),
ICS,Intercom switch,내부 통화 스위치
ICS,Interface control specification,
ICS,Interim contractor support,계약자 잠정지원
ICS,Interim control support,
ICS,Internal communication system,내부 통신 시스템
ICS,Interphone control station,
ICS,Inventory Control System,재고 관리 시스템
ICSU,International council of scientific unions,
ICT,In-circuit test,
ICT,Integrated combat turnaround,통합 전투 재출동
ICT,International critical tables,
ICTE,Integration and calibration test equipment,
ICTN,joint composite tracking network,통합 복합추적망
ICU,Indicator console unit,
ICU,Indicator control unit,
ICUS,Inspection clean-up sheet,
ICW,Interactive courseware,대화식 교보재
ICW,Interrupted continuous wave,단속 지속파
ICWG,Intercontractor working group,
ICWG,Interface control working group,
ICY,Interchangeability,교환성
ID,Identification,"인식, 식별"
ID,Independent development,
ID,Indonesia,
ID,Infrared detector,
ID,Initial distribution,
ID,Inside diameter,내경
ID,Instructional designer,교육설계자
ID,Integrated definition,
ID,Integrated diagnostics,
ID,Item description,항목 기술
ID-lt,Identification light,
IDA,Institute for defense analyses,
IDA,Integrated digital avionics,통합형 디지털 항공전자
IDAF,Indonesian air force,
IDAS,Integrated defensive aids system,통합형 방어 보조시스템 (RWR+Jammer)
IDAS,Intrusion detection alarm system,
IDB,Integrated data base,통합 데이터 베이스
IDC,Information design change,
IDC,Input data converter,
IDC,Integrated Drive Gearbox,통합 구동 기어박스
IDC,Interdepartmental correspondence,
IDC,International data corporation,
IDD,Integrated diagnostic demonstration,
IDD,Interface definition document,
IDD,Interface design document,인터페이스 설계 문서
IDD,International direct dial,
IDE,Ideal fluid,이상(理想) 유체
IDE,Ideal speed,이상속도
IDE,Industry-developed equipment,
IDEAS,Integrated digital environment for acquisition supportability,
IDECM,Integrated defense electronic counter-measures,통합형 방어 전자방해책
IDEF,air force integrated computer-aided manufacturing project,
IDEF,Identification friend or foe,피아식별
IDEF,Identification Plate,식별판
IDEP,Interservice data exchange program,
IDF,Indigenous defensive fighter,방어용 전투기(대만)
IDF,Inquiry and development facility,
IDF,Instructor demonstration flight,교관 시범  비행
IDG,Integrated Drive Generator,통합 구동 발전기
IDI,Interdivision invoice,
IDIS,Input discrete interface system,
IDL,Idle,★
IDL,Idle gate,★
IDL,Idle power,★
IDL,Idle speed,
IDL,Idling,"완속운전, 공회전 운전"
IDL,Idling system,"완속장치, 공회전 장치"
IDL,Inoperable data link,
IDL,Inverter drive logic,
IDM,Improved data modem,
IDMS,Integrated division management system,
IDO,International disarmament organization,국제 군축기구
IDP,Integrated data processing,통합자료 처리
IDP,Integrated display system,통합 시현 계통
IDPP,Integrated diagnostics program plan,
IDPS,Incremental differential pressure system,
IDR,Incremental design review,
IDR,Informal design review,
IDR,Instrument departure route,계기 출발 경로
IDR,Integration discrepancy report,
IDS,Inertial doppler system,관성 도플러 시스템
IDS,Infrared detection set,적외선 감지 세트
IDS,Integrated design support,
IDS,Integrated development systems,
IDS,Integrated display set,통합시현 세트
IDS,Interdictor strike,대지 공격
IDS,Interface design specification,
IDS,Item documentation summary,
IDSS,Integrated diagnostic support system,
